"stop_id","stop_name","stop_desc","stop_lat","stop_lon"
8709751,"R. Arapoca, 153","Ref.: Próximo A Pç.a Dr. Sampaio Vidal",-23.566055,-46.541704
8709753,"R. Da. Vitória Speers, 993","Ref.: Próximo A Rua São Marinho",-23.569481,-46.552080
8709757,"Av. Dr. Eduardo Cotching, 126","Ref.: Rua Ápio Cláudio / Rua Jorge Bittar",-23.562744,-46.558566
8810351,"R. S. Quirino, 1090","Ref.: Rua Canhoneira Belmonte",-23.515585,-46.595926
8812356,"Av. Júlio Buono, 258","Ref.: R Luciano Broinise",-23.496234,-46.598198
8812357,"Av. Júlio Buono, 233","Ref.: R Felipe De Lorenzo / R. Motanguá",-23.496550,-46.598306
8812380,"R. Milton, 35","Ref.: R Itala",-23.497488,-46.609578
8812381,"R. Salvador Romeu, 284","Ref.: R Mangalot",-23.495961,-46.608115
8812600,"Av. Otto Baumgart, 0","Ref.: R Da Coroa",-23.516009,-46.616445
8812624,"R. Lucas Freitas De Azevedo, 64","",-23.493681,-46.611123
8812626,"Av. Otto Baumgart, 2065","Ref.: Próximo A Rua Dr. Clementino",-23.513985,-46.615952
8812627,"R. Salvador Romeu, 325","",-23.495982,-46.607664
8812628,"Av. Otto Baumgart, 590","Ref.: Lar Center",-23.513599,-46.615916
8812629,"R. Alcântara, 134","Ref.: Etec Vila Guilherme_lado Oposto",-23.520149,-46.596455
8812630,"R. Alcântara, 113","Ref.: Etec Vila Guilherme",-23.519994,-46.596486
8812631,"R. Eugênio De Freitas, 110","",-23.519419,-46.605485
8812632,"R. Eugênio De Freitas, 121","",-23.519380,-46.605414
8812633,"R. Eugênio De Freitas, 525","",-23.519571,-46.602030
8812634,"R. Eugênio De Freitas, 525","",-23.519729,-46.601751
8812635,"R. Eugênio De Freitas, 907","Ref.: Cj Nadir Figueiredo",-23.519764,-46.598183
8908539,"R. Dríades, 0","R. Dríades Ref.: 180 R Cajazeiros",-23.509670,-46.446659
8908569,"R. Cel. Manuel Feliciano De Souza, 749","Ref.: Av Ten.laudelino Ferreira Do Amaral / R Ernersto Bainha Lopes",-23.500589,-46.452156
8908600,"R. Trevo De Santa Maria, 658","Ref.: Lava Rápido - Est Imperador",-23.514986,-46.462541
8914701,"Av. Ribeirão Jacu, 6","Ref.: R Jacarandá Do Campo/ Av Maria Santana",-23.511465,-46.456767
8914730,"R. Arraial De Santa Bárbara, 745","Ref.: R. Pedro Maciel",-23.505565,-46.469310
8914758,"R. Japichauã, 0","R. Japichauã",-23.483122,-46.467006
8914759,"R. Calidice, 2","R. Calidice, 2 Ref.: Rua Abel Tavares",-23.497113,-46.467768
8914761,"Estr. Do Imperador, 1023","Ref.: Junto Ao Quartel Da Pm",-23.517659,-46.468985
8914762,"Av. Jacu-pêssego/nova Trabalhadores, 117","",-23.512540,-46.457389
8914763,"R. Catleias","",-23.484283,-46.456766
8914764,"R. Catleias","",-23.491136,-46.453829
8914765,"R. Japichauã, 560","",-23.483704,-46.464295
8914766,"R. Japichauã","",-23.483588,-46.464220
8914767,"Av. Dr. Custódio De Lima, 592","",-23.493472,-46.454950
8914769,"Av. Jacu-pêssego/nova Trabalhadores, 220","",-23.508293,-46.456288
8914771,"Av. Manoel Dos Santos Braga","",-23.506281,-46.470129
8914774,"Estr. Do Imperador, 4803","Ref.: Rua Dos Escoteiros/rua Julita Oliveira Galindo",-23.515236,-46.457336
8914775,"Estr. Do Imperador, 5800","Ref.: Rua Axial/rua Bardana",-23.513648,-46.447786
8914776,"Estr. Do Imperador, 5800","Ref.: Rua Axial/rua Bardana",-23.513654,-46.447759
8914777,"Estr. Do Imperador, 5095","",-23.514978,-46.454452
8914778,"Av. S. Miguel, 8540","Ref.: Rua Brazilina Teresa/tua Taiuvinha",-23.497728,-46.454373
8914779,"R. Tejuguaçu, 378","Ref.: Av. Baltazar Santana/rua Faveira Do Mato",-23.508109,-46.449544
8914780,"R. Tejuguaçu, 327","Ref.: Rua Faveiro Do Mato",-23.507783,-46.449435
8914781,"Av. Dr. Assis Ribeiro, 9500","Ref.: Rua Dendezeiro",-23.488857,-46.464740
8914782,"R. Catleias","",-23.486770,-46.455610
8914783,"R. Catleias","",-23.486679,-46.455517
8914784,"R. Catleias","",-23.483747,-46.460123
8914785,"R. Catleias","Ref.: Praça Do Samba",-23.483881,-46.459989
8914786,"Av. Afonso Lopes De Baião, 877","Ref.: Oposto Ao Nº 877",-23.502552,-46.448138
8914788,"R. Maria Santana, 1000","Ref.: Próximo Ao Nº 217a",-23.510555,-46.446683
8914789,"R. Maria Santana, 311","R. Maria Santana, 311 Ref.: Rua Flor Da Ressurreição",-23.510960,-46.454039
8914790,"Av. S. Miguel, 6687","Ref.: Rua Sapupira",-23.501471,-46.470799
8914791,"R. Silveira Da Nóbrega, 103","Ref.: Posto De Gasolina Br",-23.493567,-46.456178
8914792,"R. Fruta Do Paraíso, 302","",-23.512025,-46.452909
8914793,"R. Fruto De Caipo, 141","",-23.513352,-46.452948
9011652,"Av. Mofarrej, 761","Ref.: R. Othao",-23.529147,-46.742567
9011731,"R. Paulo Franco, 57","",-23.536397,-46.724236
9011761,"R. Silva Airosa","Ref.: Pág. 117 - Coord. T11",-23.520673,-46.740799
9011762,"R. Baumann","",-23.530925,-46.734990
9011764,"Av. Mofarrej, 1130","",-23.532376,-46.744307
9110190,"Av. José Maria Fernandes, 886","Ref.: Rua Soldado Osvaldo Lellis",-23.508184,-46.567687
9110191,"Av. José Maria Fernandes, 909","Ref.: R Pistoia",-23.507479,-46.567900
9110540,"Av. Guilherme Cotching, 434","Ref.: Sentido C/B",-23.524368,-46.594162
9112404,"R. Nestor De Holanda, 52","",-23.525938,-46.582517
9112405,"R. Nestor De Holanda, 303","R. Nestor De Holanda, 303 Ref.: Tp- Da Linha 271c-10-9112405",-23.523566,-46.583243
9112407,"Av. Alberto Byington, 1390","Ref.: Praça Joaquim José Da Nova",-23.503341,-46.591581
9112408,"Pça. Yeddo, 136","",-23.500486,-46.574591
9112409,"Av. José Maria Fernandes, 480","",-23.511699,-46.567792
9112412,"R. Manguari, 185","",-23.524779,-46.581126
9112414,"R. Manguari, 1100","",-23.523228,-46.581574
9112416,"R. Guaranésia, 54","",-23.522663,-46.594518
9112417,"R. Itaunas, 82","",-23.520594,-46.594338
9112419,"Etec De Esportes","R. Paulo Lorenzani, 75",-23.518548,-46.557617
9112421,"R. Osaka, 1410","",-23.503586,-46.574550
9112422,"Av. Das Cerejeiras, 1701","Ref.: Pça. Mikado",-23.502684,-46.576444
9205546,"Av. Ricardo Jafet, 690","",-23.583199,-46.615744
9205753,"R. Loefgreen, 1057","Ref.: Oposto Ao 1057",-23.599630,-46.636042
9205754,"R. Sta. Cruz, 96","Ref.: 47 R Afonso Celso",-23.596993,-46.635572
9205764,"R. Sta. Cruz, 622","Ref.: Rua Bittencourt Sampaio",-23.597164,-46.630463
9206162,"R. Francisco Cruz, 411","Ref.: R Vergueiro",-23.590479,-46.632239
9206167,"Av. Lins De Vasconcelos, 3139","Ref.: R Calixto Da Mota",-23.588224,-46.630950
9206168,"Av. Lins De Vasconcelos, 2805","Ref.: R Tubarana",-23.586906,-46.628439
9206169,"Av. Lins De Vasconcelos, 2880","Ref.: R Dabrigida",-23.587394,-46.628947
9206171,"Metrô Vila Mariana","R. Domingos De Morais, 1494 Ref.: R Mecabrini",-23.589337,-46.635259
9206188,"Av. Lins De Vasconcelos, 2367","Ref.: R Claudio Rossi",-23.582711,-46.627392
9206201,"Av. Lacerda Franco, 570","Ref.: Rua Hermínio Lemos",-23.568131,-46.623408
9206248,"Ponto 01","R. Domingos De Morais, 486 Ref.: R. Conselheiro Rodrigues Alves",-23.581398,-46.639105
9206271,"R. Dr. Tomaz Carvalhal, 147","Ref.: Av Bernardino De Campos",-23.575710,-46.642760
9206289,"Av. Bernardino De Campos, 108","Ref.: R Abilio Soares",-23.572251,-46.643262
9206417,"R. Sena Madureira, 1484","",-23.592937,-46.647117
9206423,"Av. Lacerda Franco, 964","Ref.: Rua Dom Duarte Leopoldo",-23.571124,-46.624012
9206443,"Chácara Klabin","",-23.592527,-46.630193
9206446,"Terminal Metrô Ana Rosa","",-23.581772,-46.638568
9206479,"R. Machado Bittencourt, 239","Ref.: Shop. Metrô Santa Cruz",-23.598967,-46.638326
9206482,"Terminal Metrô Vila Mariana, 0","Ref.: R. Dr. Pinto Ferraz - Ts Das Linhas 4706-10 E 21",-23.589351,-46.633499
9206503,"R. Da. Brígida, 147","",-23.582255,-46.629830
9206505,"R. Dr. Tirso Martins, 44","",-23.595654,-46.636121
9206506,"R. Marselhesa, 315","Ref.: Rua Estado De Israel",-23.594789,-46.640887
9206508,"R. Loefgreen, 1438","Ref.: Rua Cel Lisboa",-23.599580,-46.639421
9206509,"R. Domingos De Morais, 2014","",-23.593939,-46.636454
9206510,"R. Botucatu, 184","",-23.592815,-46.642132
9206515,"R. Dr. Amâncio De Carvalho, 222","",-23.583241,-46.648711
9206516,"R. Loefgreen, 1291","Ref.: R. Machado Bittercourt",-23.599539,-46.638218
9206517,"R. Gandavo, 377","Ref.: Travessa Hilário Moura",-23.591918,-46.642595
9206519,"Av. Lins De Vasconcelos, 2044","",-23.581161,-46.625112
9206520,"Al. Santos, 545","Ref.: Av. Brigadeiro Luiz Antonio",-23.569045,-46.649376
9206521,"R. Dr. Bacelar, 486","",-23.598050,-46.647888
9206523,"R. Vergueiro, 2418","Ref.: Term. Ana Rosa",-23.582745,-46.637512
9206524,"R. Domingos De Morais, 1164","Ref.: Próximo A Pça. Dr. Teodoro De Carvalho",-23.586871,-46.635798
9206525,"R. Vergueiro, 2850","",-23.586581,-46.635364
9206526,"Terminal Metrô Ana Rosa","",-23.581801,-46.638345
9206527,"Terminal Metrô Vila Mariana","",-23.589393,-46.633975
9206530,"Terminal Santa Cruz","",-23.599575,-46.637221
9206531,"Terminal Santa Cruz","",-23.598751,-46.637217
9206534,"Terminal Santa Cruz","",-23.599152,-46.637233
9308866,"R. Da. Matilde, 903","Ref.: R Eugenia De Carvalho",-23.540310,-46.524780
9308893,"Av. Dr. Bernardino Brito F.de Carvalho, 29","Ref.: R D.joaquim De Oliveira",-23.539513,-46.514604
9309305,"Av. Melchert, 419","Ref.: Av Marcondes De Brito",-23.534647,-46.533120
9309341,"Terminal Metrô Patriarca (lado Sul), 0","",-23.531199,-46.502439
9309369,"Av. Pasteur, 570","Ref.: Próximo A Rua Joaquim Marra",-23.539671,-46.517402
9309370,"Av. Pasteur, 601","Ref.: Próximo A Rua Joaquim Marra",-23.539726,-46.517422
9309371,"Av. Mendonca Drumond, 678","",-23.552285,-46.516106
9309372,"Av. Mendonca Drumond, 875","",-23.553319,-46.517375
9309373,"Av. Mendonca Drumond, 902","",-23.553254,-46.517490
9309374,"Av. Mendonca Drumond, 701","",-23.552216,-46.515951
9309375,"Terminal Metrô Patriarca (lado Sul), 0","Ref.: Term. Metrô Patriarca - Lado Sul",-23.531287,-46.502311
9309376,"R. Durval José De Barros, 222","Ref.: Próximo A Rua Marcondes De Brito",-23.533665,-46.532488
9309377,"R. José Mascarenhas, 137","Ref.: Próximo A Rua Antônio Lindouro Da Silva",-23.539726,-46.535834
9309378,"R. Antonieta De Morais, 628","Ref.: Próximo A Rua Eugenia De Carvalho",-23.546124,-46.526781
9309380,"R. José Mascarenhas, 456","Ref.: Próximo A Rua Prof.ª Julia Soares Corá",-23.539137,-46.532729
9309381,"R. Teodoro Mascarenhas, 133","Ref.: Próximo A Travessa José Antunes De Campos",-23.541827,-46.531075
9309383,"R. Joaquim Marra, 1783","",-23.539787,-46.516454
9309384,"R. Joaquim Marra, 1774","Ref.: Av. Napoleao",-23.539943,-46.516440
9309385,"R. Mar De Espanha, 52","Ref.: Próximoa Oa Hospital Da Vila Nhocuné",-23.543516,-46.502851
9309386,"R. Teodoro Lorencini, 274","Ref.: Próximo A Av. Itaquera",-23.550042,-46.511473
9309387,"Av. Antônio Estevão De Carvalho, 3438","",-23.539605,-46.496157
9309388,"R. Caracaraí, 37","",-23.536753,-46.498034
9309389,"R. Mirador, 20","",-23.538616,-46.499982
9309391,"Av. Pasteur, 570","",-23.539736,-46.517380
9309392,"R. Antonieta De Morais, 88","Ref.: Adc São Caetano",-23.542807,-46.529095
9309395,"R. André Rocha, 86","Ref.: Rua Braço Da Cruz",-23.541509,-46.509808
9412228,"Pça. Augusta Vitória","Ref.: Rua Edgar Ruzzant - C/B",-23.484106,-46.573422
9412229,"Pça. Augusta Vitória","Ref.: Ruas Antenor Navarro - B/C",-23.484208,-46.573411
9412268,"R. Geolândia, 565","Ref.: R. Alves Porto / R. Eurico Sodre",-23.488756,-46.581995
9412336,"R. Eurico Sodre, 353","Ref.: R Crispim Duarte",-23.493020,-46.585695
9412609,"Av. Edgard Ruzzant, 1146","Ref.: Rua Jota Carlos",-23.485974,-46.572470
9412610,"Av. Edgard Ruzzant, 1137","Ref.: Rua Jota Carlos",-23.485820,-46.572367
9412611,"Av. Júlio Buono, 2210","Ref.: Op Ao 2199",-23.481737,-46.588178
9412629,"Pça. Lupércio Bassetto Morelatto, 0","Ref.: Av. João Simão De Castro",-23.489687,-46.570595
9412651,"Pça. Augusta Vitória","Ref.: Rua Antenor Navarro - C/B",-23.484289,-46.573462
9412665,"Av. Júlio Buono, 1335","",-23.487814,-46.593534
9412666,"Av. Jardim Japão, 1280","",-23.479467,-46.582010
9412667,"R. Francisco Ferreira De Carvalho","Ref.: Rua Ten José Antunes",-23.478499,-46.569911
9412668,"Av. Milton Da Rocha, 64","Ref.: Rua Borges De Paula",-23.490836,-46.574455
9412669,"Av. Roland Garros, 1667","",-23.476377,-46.572222
9412670,"Av. Antenor Navarro, 1305","",-23.481263,-46.566876
9412671,"R. Carlos Calvo, 10","",-23.487434,-46.567996
9412672,"R. Carlos Calvo, 54","Ref.: R.da Cavalgada",-23.487477,-46.567800
9504477,"R. Mata Machado, 681","Ref.: 688 R Granito",-23.610644,-46.556722
9504480,"R. Mata Machado, 229","Ref.: R Pentecostes",-23.606833,-46.558142
9504986,"Av. Dr. Francisco Mesquita, 550","Ref.: R Lobelias",-23.601985,-46.572737
9504996,"R. Francisco Rebelo, 876","Ref.: R Mi De Santo Amaro",-23.605941,-46.564658
9505320,"R. Ibitirama, 567","Ref.: Praça Dr. Heraclito Corrêa",-23.586194,-46.584442
9505355,"Av. Francisco Falconi, 837","Ref.: Oposto Ao Cemitério São Pedro",-23.590677,-46.567282
9505367,"Av. Vila Ema, 314","Ref.: R Vigo",-23.578888,-46.573458
9505419,"R. Francisco Polito, 2","Ref.: Tv Geraldo Rando",-23.576039,-46.579233
9505460,"R. Hermeto Lima, 51","Ref.: R Costa Barros",-23.596385,-46.558440
9505495,"R. Francisco Polito, 216","Ref.: Rua Mario Fongaro",-23.577542,-46.578414
9505541,"Vila Prudente","",-23.584695,-46.581530
9505545,"R. José Dos Reis, 797","Ref.: Rua Xavier Da Rocha",-23.585649,-46.576748
9505547,"R. Mário Augusto Do Carmo, 50","Ref.: Rua Mendonça Corte Real",-23.585131,-46.573212
9505548,"R. Maria Do Carmo, 697","",-23.598971,-46.559226
9505549,"R. Mq. De Santo Amaro, 100","Ref.: Av Baltar",-23.605345,-46.565834
9505550,"R. Ibitirama, 215","",-23.583544,-46.584558
9505551,"R. Guamiranga","",-23.591383,-46.588934
9505552,"R. Oliveira Gouveia, 140","Ref.: Praça Manuel Galan",-23.586594,-46.582669
9505557,"Av. Vila Ema, 469","Ref.: Rua Jandaia Do Sul",-23.581383,-46.564762
9505558,"R. Das Papoulas, 2630","",-23.601940,-46.569791
9505561,"Ac. Baia","",-23.583956,-46.583329
9505563,"R. Ibitirama, 2051","",-23.595977,-46.577805
9505564,"R. Do Orfanato, 827","",-23.578161,-46.577814
9505565,"R. Itamumbuca","Ref.: Esq. Da Av. Prof. Luiz Ignácio Anhaia Mello",-23.584477,-46.581434
9505566,"R. Itamumbuca","Ref.: Esq. Com A Av. Prof. Luiz Ignácio Anhaia Mello",-23.584176,-46.581749
9505567,"R. Correia Barros","Ref.: R. Ibitirama / R. Oliveira Gouveia",-23.585131,-46.583747
9505568,"R. Patriarca","Ref.: Rua Dr. Francisco Mesquita/rua Forte De São Bartolomeu",-23.590537,-46.588222
9505569,"R. Mata Machado, 37","Ref.: Rua Antenas",-23.605170,-46.558732
9505570,"R. S. Cirilo, 106","Ref.: Rua Santa Maria Madalena",-23.606904,-46.555083
9505572,"R. Francisco Polito, 132","Ref.: Rua Dante Alighieri",-23.577035,-46.578653
9505573,"R. Montojo, 58","Ref.: Rua Ibitirama",-23.591533,-46.581166
9505574,"R. José Dos Reis","Ref.: Rua Dr. Roberto Feijó",-23.586305,-46.580129
9600680,"R. Mal. Hastinphilo De Moura, 794","Ref.: 795 Av Dr.guilherme Dumont Villares",-23.615267,-46.740342
9607103,"Av. Dr. João Guimarães, 691","Ref.: R Pinto Serva",-23.608512,-46.751041
9607365,"R. Denis Chaudet, 72","Ref.: Emei Fernando Pessoa",-23.593590,-46.759575
9607399,"Av. Prof. Francisco Morato, 6000","Ref.: Largo Do Taboão",-23.607013,-46.751004
9607422,"Av. Eliseu De Almeida, 2179","",-23.585689,-46.729441
9607423,"Av. Eliseu De Almeida, 1651","",-23.584571,-46.727781
9607424,"R. Denis Chaudet, 159","",-23.593248,-46.758858
9607425,"Av. Eliseu De Almeida","Ref.: Praça Júlio Dellaquila",-23.590707,-46.737166
9607426,"Av. Eliseu De Almeida, 2481","Ref.: Rua Iauaretê",-23.586889,-46.732016
9607427,"R. João Geraldo Dos Santos, 278","",-23.593173,-46.744074
9607429,"R. Francisco Leite Esquerdo, 345","",-23.595374,-46.754730
9607432,"R. David Ben Gurion, 273","Ref.: Rua Joana Lentini",-23.603519,-46.738330
9607435,"R. Francisco Nogueira, 178","Ref.: Rua Bartolomeu Rabelo",-23.593535,-46.752894
9607436,"R. Mário Moura Albuquerque, 416","Ref.: Rua David Matarasso / Rua Maria Duduch",-23.599830,-46.740676
9607437,"R. Jorge Amado","Ref.: Supermercado Extra",-23.609209,-46.752153
9607439,"Av. Prof. Gioia Martins, 174","",-23.597155,-46.738162
9607440,"R. Ibiapaba, 535","Ref.: Rua Silvio Dante Bertachi",-23.595207,-46.729136
9607441,"R. José Pedro Do Amaral, 215","",-23.600782,-46.737795
9607442,"R. Pe. Correia De Almeida, 199","Ref.: Entre A Rua Alves Dos Santos E A Rua José Félix",-23.609331,-46.751775
9911647,"Av. Marginal Direita Do Rio Tietê, 2500","Ref.: Rdos Remedios",-23.520451,-46.747955
10006545,"R. Montezina, 224","Ref.: Pc Adolfo Cavalcanti/ Av Salim Farah Maluf",-23.574745,-46.569790
10008715,"Av. Ver. Abel Ferreira, 215","Ref.: R Aureliano Lessa/ R Pedro Domingues",-23.555583,-46.574889
10008716,"Av. Ver. Abel Ferreira","Ref.: R Analia Franco/ R Aureliano Lessa",-23.556717,-46.572241
10008717,"Av. Ver. Abel Ferreira","Ref.: R Guanau/ R Analia Franco",-23.558097,-46.569099
10008718,"Av. Ver. Abel Ferreira, 1000","Ref.: Av Regente Feijo/ R Guandu",-23.559326,-46.567342
10008719,"Av. Reg. Feijó, 1136","Ref.: R Jose Ribeiro/ R Oiti",-23.559551,-46.567494
10008720,"Av. Reg. Feijó, 1044","Ref.: R Guandu/ R Jose Ribeiro",-23.559173,-46.568661
10008721,"Av. Reg. Feijó, 949","Ref.: R Butia/ R Jose Ribeiro",-23.558708,-46.569346
10008722,"Av. Reg. Feijó","Ref.: R Butia/ R Jose Ribeiro",-23.558646,-46.569806
10008723,"Av. Reg. Feijó, 653","Ref.: R Analia Franco/ R Ibo",-23.557510,-46.572018
10008724,"Av. Reg. Feijó, 534","Ref.: R Teofilo Dias/ R Analia Franco",-23.557142,-46.572916
10008725,"Av. Reg. Feijó, 374","Ref.: R Aureliano Lessa/ R Agua Rasa",-23.556381,-46.574734
10008726,"Av. Reg. Feijó, 315","Ref.: R Aureliano Lessa/ R Agua Rasa",-23.556122,-46.575108
10008727,"R. Anália Franco, 201","Ref.: R Pantojo/ R Joaquim Marques",-23.558572,-46.572904
10008728,"R. Anália Franco, 278","Ref.: R Pantojo/ R Joaquim Marques",-23.559084,-46.573287
10008729,"R. Bom Jesus, 337","Ref.: R Analia Franco/ R Imbo",-23.560470,-46.573968
10008730,"R. Imbó, 496","Ref.: R Jabaete/ Av Sapopemba",-23.561571,-46.573912
10008731,"Av. Sapopemba, 262","Ref.: R Gregorio Matos/ R Piraja",-23.559762,-46.576359
10008732,"Av. Sapopemba, 331","Ref.: R Alto Bonito/ R Gregorio Matos",-23.560203,-46.575946
10008733,"Av. Sapopemba, 535","Ref.: R Ibo/ Tr Nicola Aurichio",-23.561515,-46.574574
10008734,"Av. Sapopemba, 572","Ref.: R Ibo/ Tr Nicola Aurichio",-23.561822,-46.574338
10008735,"Av. Sapopemba, 735","Ref.: R Boa Espera/ R Furquim De Lorena",-23.562685,-46.573095
10008736,"Av. Sapopemba, 770","Ref.: R Boa Espera/ R Furquim De Lorena",-23.562949,-46.572933
10008737,"Av. Sapopemba, 929","Ref.: R Do Alipio/ R Pico Negro",-23.563834,-46.571684
10008738,"Av. Sapopemba, 1088","Ref.: R Atalaia Velha/ R Do Alipio",-23.564826,-46.570599
10008739,"Av. Sapopemba, 1323","Ref.: R Toriba/ R Miguel Mota",-23.567211,-46.569561
10008740,"Av. Sapopemba, 1444","Ref.: R Toriba/ R Miguel Mota",-23.567705,-46.569632
10008741,"Av. Sapopemba, 1635","Ref.: R Americo Werneck/ R Amapa",-23.569255,-46.569583
10008742,"Av. Sapopemba, 1728","Ref.: R Americo Werneck/ R Amapa",-23.570056,-46.569583
10008744,"Av. Adutora Do Rio Claro, 26","Ref.: R Juliano Moreira/ Av Sapopemba",-23.573331,-46.566534
10008745,"Av. Sapopemba, 1985","Ref.: R Do Orfanato/ Av Adutora Do Rio Claro",-23.572372,-46.568898
10008746,"Av. Adutora Do Rio Claro, 41","Ref.: R Juliano Moreira/ Av Sapopemba",-23.573599,-46.566300
10008747,"Av. Sapopemba, 2629","Ref.: R Lavinia Ribeiro/ R Luis Geraldo Da Silva",-23.573325,-46.563648
10008748,"Av. Sapopemba, 2748","Ref.: R Joao Bizarro Da Nave/ Pc Eduardo Taberneiro Rangel",-23.573264,-46.562498
10008749,"R. Dr. Gabriel De Resende, 453","Ref.: Av Luca/ R Padre Mauricio",-23.572435,-46.562214
10008750,"R. Dr. Gabriel De Resende, 360","Ref.: R Raimundo Correia/ R Padre Mauricio",-23.572152,-46.563148
10008751,"R. Dr. Gabriel De Resende, 255","Ref.: Pq Dom Pedro I/ R Raimundo Correia",-23.571712,-46.564128
10008752,"R. Dr. Gabriel De Resende, 102","Ref.: R Paul Rivet/ Pq Dom Pedro I",-23.571494,-46.565585
10008753,"R. Dr. Gabriel De Resende, 57","Ref.: R Paul Rivet/ R General Argolo",-23.571276,-46.566106
10008754,"R. Gen. Argolo, 810","Ref.: R Doutor Gabriel De Resende/ R General Severiano",-23.570743,-46.566493
10008755,"R. Gen. Argolo, 661","Ref.: Pc Sao Luis Do Curu/ R Doutor Goulart Penteado",-23.569475,-46.566208
10008756,"Pça. S. Luís Do Curu, 60","Ref.: R General Argolo/ R Capitao Lorena",-23.569529,-46.566516
10008757,"R. Marumbi","Ref.: R Quixada/ R Manuel Veiga",-23.569757,-46.568209
10008758,"R. Alm. Alexandrino, 480","Ref.: R Marumbi/ Pc Manoel De Mesquita",-23.569817,-46.568631
10008759,"R. Alm. Alexandrino","Ref.: R Manoel Gomes/ R Miguel Mota",-23.566773,-46.569386
10008760,"R. Alm. Alexandrino, 100","Ref.: R Manoel Gomes/ R Miguel Mota",-23.567038,-46.569105
10008762,"Av. Ver. Abel Ferreira, 1560","Ref.: Av Regente Feijo/ R Jacob Fath",-23.561290,-46.565943
10008763,"Av. Ver. Abel Ferreira","Ref.: R Professor Giuliani/ R Jacob Fath",-23.563311,-46.562818
10008764,"Av. Ver. Abel Ferreira, 1811","Ref.: R Santiago Rodrigues/ R Engenheiro Cestari",-23.564546,-46.560347
10008765,"Av. Ver. Abel Ferreira, 3069","Ref.: Av Montemagno/ R Diego Rojas",-23.565872,-46.557773
10008766,"Av. Ver. Abel Ferreira, 2602","Ref.: R Diego Rojas/ Av Montemagno",-23.568130,-46.554815
10008777,"Av. Ver. Abel Ferreira, 2956","Ref.: Av Montemagno/ R Diego Rojas",-23.565362,-46.558071
10008778,"Av. Ver. Abel Ferreira","Ref.: R Santiago Rodrigues/ Av Montemagno",-23.564631,-46.559634
10008779,"Av. Ver. Abel Ferreira","Ref.: R Gabriel Grupello/ R Arnaldo Rosa",-23.563310,-46.562231
10008780,"Av. Ver. Abel Ferreira","Ref.: Av Regente Feijo/ R Jacob Fath",-23.560870,-46.565874
10008781,"R. Bruna, 555","Ref.: R Soldado Ocimar Guimaraes Da Silva/ R Capitao Ferraiuolo",-23.566313,-46.558826
10008782,"R. Bruna, 289","Ref.: R Andre Sanches Cuenca/ R Placido De Castro",-23.568467,-46.559850
10008783,"Av. Luca, 81","Ref.: R Florio/ R Doutor Gabriel De Resende",-23.571932,-46.561450
10008784,"Av. Luca, 96","Ref.: R Florio/ R Doutor Gabriel De Resende",-23.571773,-46.561268
10008785,"Av. Luca, 354","Ref.: R Maria Afonso/ R Bruna",-23.570033,-46.559855
10008786,"Av. Luca, 586","Ref.: R Nossa Senhora Dos Anjos/ R Paulina",-23.569309,-46.557695
10008787,"Av. Montemagno, 958","Ref.: R Antonio Andre Rodrigues/ R Armando Dias",-23.569501,-46.555921
10008788,"Av. Montemagno, 1021","Ref.: R Miranda Jordao/ R Armando Dias",-23.569495,-46.555287
10008791,"Av. Montemagno, 559","Ref.: R Bruna/ R Maria Afonso",-23.567022,-46.558305
10008825,"R. Dante Pellacani, 52","Ref.: R Demetrio Ribeiro/ R General Calado",-23.552911,-46.575558
10008826,"R. Mal. Barbacena, 445","Ref.: R Dante Pellacani/ R Bento Goncalves",-23.554825,-46.574696
10008827,"R. Mal. Barbacena, 474","Ref.: R Dante Pellacani/ R Bento Goncalves",-23.554957,-46.574475
10008828,"R. Mal. Barbacena, 741","Ref.: R Bento Goncalves/ R Analia Franco",-23.555862,-46.572022
10008829,"R. Mal. Barbacena, 749","Ref.: R Bento Goncalves/ R Analia Franco",-23.555958,-46.571970
10008830,"R. Demétrio Ribeiro, 768","Ref.: Pc Ituzaingo/ R Barao Do Serro Largo",-23.552379,-46.571923
10008831,"R. Br. Do Serro Largo, 197","Ref.: R Alfredo Vaz Medeiros/ R Pedro Nicolau Bernardo",-23.552831,-46.569662
10008832,"R. Bento Gonçalves, 424","Ref.: R Barao Do Serro Largo/ Pc Rosa Laudelina De Carvalho",-23.553267,-46.569668
10012696,"R. Jaboticabal, 828","Ref.: R Cambara/ R Do Erario",-23.563612,-46.576841
10012697,"R. Jaboticabal, 1012","Ref.: R Cambara/ R Do Erario",-23.565158,-46.575908
10012698,"R. Água Rasa, 133","Ref.: R Pantojo/ Av Sapopemba",-23.556831,-46.576570
10012786,"Av. Sapopemba, 3207","Ref.: R Antonio Andre Rodrigues/ R Armando Dias",-23.573710,-46.558189
10012793,"Av. Sapopemba, 3280","Ref.: R Armando Dias/ R Antonio Gomes",-23.574027,-46.557554
10012794,"Av. Sapopemba, 3112","Ref.: Tr Professor Luiz Alves Lobo/ R Nossa Senhora Dos Anjos",-23.573573,-46.558992
10012795,"Av. Sapopemba, 3013","Ref.: R Joao Carnevalli/ R Paulina",-23.573169,-46.559910
10012796,"R. Buenópolis","Ref.: R Antero De Quental/ R Emas",-23.574921,-46.564060
10012797,"Pça. Nsa. Sra. De Montesa","Ref.: R Antero De Quental/ R Emas",-23.574797,-46.564159
